"X","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_response","att_check_1","att_check_2","att_check_3_1","att_check_3_2","att_check_3_3","att_check_4","comp_check_1","comp_check_2","comp_check_3","plot_names","satisfaction","personal_desirability","word","willingness_to_pay","subject","comp_check_7","comp_check_8","comp_check_9","wtp_original","embeddings","interestingness","sentiment_score","is_word"
57,"8/26/21 5:39","8/26/21 5:52","IP Address",100,795,TRUE,"8/26/21 5:52","R_2XjReqwVeJSvuVF",NA,NA,NA,NA,37.96530151,-87.39019775,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_rf_full",54,56,"Median",10.7409686230384,33,"Happiness","Customer Touchpoint","Satisfaction",17000,0.0024657440687168,102,-0.516544908285141,TRUE
57,"8/26/21 5:39","8/26/21 5:52","IP Address",100,795,TRUE,"8/26/21 5:52","R_2XjReqwVeJSvuVF",NA,NA,NA,NA,37.96530151,-87.39019775,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_rf_partial",51,51,"Mixed",10.6158054800843,33,"Happiness","Customer Touchpoint","Satisfaction",15000,-0.000908523509328124,93,-0.0854547023773193,TRUE
57,"8/26/21 5:39","8/26/21 5:52","IP Address",100,795,TRUE,"8/26/21 5:52","R_2XjReqwVeJSvuVF",NA,NA,NA,NA,37.96530151,-87.39019775,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_rfr_full",55,57,"Mixed",10.6158054800843,33,"Happiness","Customer Touchpoint","Satisfaction",15000,-0.000908522760001952,103,-0.0854547023773193,TRUE
57,"8/26/21 5:39","8/26/21 5:52","IP Address",100,795,TRUE,"8/26/21 5:52","R_2XjReqwVeJSvuVF",NA,NA,NA,NA,37.96530151,-87.39019775,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_rfr_partial",57,56,"Mixed",10.3926619287701,33,"Happiness","Customer Touchpoint","Satisfaction",12000,-0.000908522760001952,96,-0.0854547023773193,TRUE
57,"8/26/21 5:39","8/26/21 5:52","IP Address",100,795,TRUE,"8/26/21 5:52","R_2XjReqwVeJSvuVF",NA,NA,NA,NA,37.96530151,-87.39019775,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_frf_full",65,64,"Mixed",10.6677652190151,33,"Happiness","Customer Touchpoint","Satisfaction",15800,-0.000908523949742187,99,-0.0854547023773193,TRUE
57,"8/26/21 5:39","8/26/21 5:52","IP Address",100,795,TRUE,"8/26/21 5:52","R_2XjReqwVeJSvuVF",NA,NA,NA,NA,37.96530151,-87.39019775,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_frf_partial",53,57,"Mixed",10.2103403719762,33,"Happiness","Customer Touchpoint","Satisfaction",10000,-0.000908522760001952,97,-0.0854547023773193,TRUE
57,"8/26/21 5:39","8/26/21 5:52","IP Address",100,795,TRUE,"8/26/21 5:52","R_2XjReqwVeJSvuVF",NA,NA,NA,NA,37.96530151,-87.39019775,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_frfr",53,54,"Mixed",10.7409686230384,33,"Happiness","Customer Touchpoint","Satisfaction",17000,-0.000908523096205077,99,-0.0854547023773193,TRUE
57,"8/26/21 5:39","8/26/21 5:52","IP Address",100,795,TRUE,"8/26/21 5:52","R_2XjReqwVeJSvuVF",NA,NA,NA,NA,37.96530151,-87.39019775,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_rfrf",62,62,"Mixed",10.7699561599116,33,"Happiness","Customer Touchpoint","Satisfaction",17500,-0.000908522760001952,96,-0.0854547023773193,TRUE
57,"8/26/21 5:39","8/26/21 5:52","IP Address",100,795,TRUE,"8/26/21 5:52","R_2XjReqwVeJSvuVF",NA,NA,NA,NA,37.96530151,-87.39019775,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","logistic_rise",44,55,"Needed",10.6158054800843,33,"Happiness","Customer Touchpoint","Satisfaction",15000,0.00289986774265625,97,0.631723284721375,TRUE
57,"8/26/21 5:39","8/26/21 5:52","IP Address",100,795,TRUE,"8/26/21 5:52","R_2XjReqwVeJSvuVF",NA,NA,NA,NA,37.96530151,-87.39019775,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","logistic_fall",51,51,"Mixed",10.6158054800843,33,"Happiness","Customer Touchpoint","Satisfaction",15000,-0.000908523509328124,97,-0.0854547023773193,TRUE
57,"8/26/21 5:39","8/26/21 5:52","IP Address",100,795,TRUE,"8/26/21 5:52","R_2XjReqwVeJSvuVF",NA,NA,NA,NA,37.96530151,-87.39019775,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","positive_change_full",56,57,"Mixed",10.6158054800843,33,"Happiness","Customer Touchpoint","Satisfaction",15000,-0.000908522760001952,108,-0.0854547023773193,TRUE
57,"8/26/21 5:39","8/26/21 5:52","IP Address",100,795,TRUE,"8/26/21 5:52","R_2XjReqwVeJSvuVF",NA,NA,NA,NA,37.96530151,-87.39019775,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","positive_change_partial",47,40,"Confusing",10.3926619287701,33,"Happiness","Customer Touchpoint","Satisfaction",12000,-0.000233343733847656,101,-0.764777109026909,TRUE
57,"8/26/21 5:39","8/26/21 5:52","IP Address",100,795,TRUE,"8/26/21 5:52","R_2XjReqwVeJSvuVF",NA,NA,NA,NA,37.96530151,-87.39019775,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","negative_change_full",52,53,"Mixed",10.5468126085974,33,"Happiness","Customer Touchpoint","Satisfaction",14000,-0.000908523949742187,105,-0.0854547023773193,TRUE
57,"8/26/21 5:39","8/26/21 5:52","IP Address",100,795,TRUE,"8/26/21 5:52","R_2XjReqwVeJSvuVF",NA,NA,NA,NA,37.96530151,-87.39019775,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","negative_change_partial",51,54,"Mixed",10.9034875525361,33,"Happiness","Customer Touchpoint","Satisfaction",20000,-0.000908522760001952,92,-0.0854547023773193,TRUE
57,"8/26/21 5:39","8/26/21 5:52","IP Address",100,795,TRUE,"8/26/21 5:52","R_2XjReqwVeJSvuVF",NA,NA,NA,NA,37.96530151,-87.39019775,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","linear_rise_sharp_fall",25,22,"Unhappy",10.2103403719762,33,"Happiness","Customer Touchpoint","Satisfaction",10000,-0.000105689372773438,89,-0.800098866224289,TRUE
57,"8/26/21 5:39","8/26/21 5:52","IP Address",100,795,TRUE,"8/26/21 5:52","R_2XjReqwVeJSvuVF",NA,NA,NA,NA,37.96530151,-87.39019775,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","linear_rise_sharp_fall_exp_rise",62,60,"Better",10.6158054800843,33,"Happiness","Customer Touchpoint","Satisfaction",15000,0.00253557708512598,115,0.737718820571899,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","linear_rise",85,96,"Great",10.7981270368783,34,"Happiness","Customer Touchpoint","Satisfaction",18000,0.00386458702614648,81,0.70619523525238,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","linear_fall",9,0,"Bad",6.01063529409626,34,"Happiness","Customer Touchpoint","Satisfaction",150,-0.000775517748398437,94,-0.6385458111763,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","linear_low",0,0,"Horrible",NA,34,"Happiness","Customer Touchpoint","Satisfaction",0,0.00084884013074219,78,-0.781182378530502,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","linear_middle",35,42,"Decent",10.2103403719762,34,"Happiness","Customer Touchpoint","Satisfaction",10000,0.00345033878849609,67,0.692275643348694,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","linear_high",100,100,"Amazing",10.9034875525361,34,"Happiness","Customer Touchpoint","Satisfaction",20000,0.00247468379604883,64,0.763096928596497,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","exp_rise_convex",40,55,"Decent",10.5468126085974,34,"Happiness","Customer Touchpoint","Satisfaction",14000,0.00345033878849609,90,0.692275643348694,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","exp_fall_convex",6,0,"awful ",NA,34,"Happiness","Customer Touchpoint","Satisfaction",0,0.00041323542428711,88,-0.76956869661808,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","exp_rise_concave",83,81,"Fantastic",10.8781697445518,34,"Happiness","Customer Touchpoint","Satisfaction",19500,0.0024216657909375,76,0.724982976913452,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","exp_fall_concave",8,0,"Horrible",6.7037824746562,34,"Happiness","Customer Touchpoint","Satisfaction",300,0.00084884013074219,93,-0.781182378530502,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_fr_full",20,9,"Satisfactory ",9.51719319141624,34,"Happiness","Customer Touchpoint","Satisfaction",5000,0.00195717290359375,107,0.787449598312378,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_fr_partial",43,70,"Good",10.6158054800843,34,"Happiness","Customer Touchpoint","Satisfaction",15000,0.00393134667279297,102,0.569373607635498,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_rf_full",30,11,"Terrible",8.60090245954208,34,"Happiness","Customer Touchpoint","Satisfaction",2000,0.000179690906728515,102,-0.770108759403229,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_rf_partial",10,0,"Bad",8.09007683577609,34,"Happiness","Customer Touchpoint","Satisfaction",1200,-0.000775518121874999,93,-0.6385458111763,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_rfr_full",13,51,"Decent",10.3926619287701,34,"Happiness","Customer Touchpoint","Satisfaction",12000,0.00345033878849609,103,0.692275643348694,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_rfr_partial",20,6,"okay",8.82404601085629,34,"Happiness","Customer Touchpoint","Satisfaction",2500,0.000384307698496093,96,0.48602294921875,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_frf_full",36,14,"Bad",9.00636756765025,34,"Happiness","Customer Touchpoint","Satisfaction",3000,-0.000775518062304686,99,-0.6385458111763,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_frf_partial",8,0,"Okay",9.29404964010203,34,"Happiness","Customer Touchpoint","Satisfaction",4000,0.00038430545448242,97,0.48602294921875,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_frfr",0,0,"Horrific ",7.30991827822652,34,"Happiness","Customer Touchpoint","Satisfaction",550,0.001756842533125,99,-0.790106594562531,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_rfrf",13,0,"Okay",7.47697236288968,34,"Happiness","Customer Touchpoint","Satisfaction",650,0.00038430545448242,96,0.48602294921875,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","logistic_rise",52,32,"Good",8.60090245954208,34,"Happiness","Customer Touchpoint","Satisfaction",2000,0.00393134667279297,97,0.569373607635498,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","logistic_fall",0,0,"Awful",NA,34,"Happiness","Customer Touchpoint","Satisfaction",0,0.000413234078703124,97,-0.76956869661808,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","positive_change_full",29,46,"Okay",9.51719319141624,34,"Happiness","Customer Touchpoint","Satisfaction",5000,0.00038430545448242,108,0.48602294921875,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","positive_change_partial",19,10,"Okay",9.02289686960146,34,"Happiness","Customer Touchpoint","Satisfaction",3050,0.000384307698496093,101,0.48602294921875,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","negative_change_full",25,7,"bad",8.60090245954208,34,"Happiness","Customer Touchpoint","Satisfaction",2000,-0.000775518062304686,105,-0.6385458111763,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","negative_change_partial",47,30,"Satisfactory",9.29404964010203,34,"Happiness","Customer Touchpoint","Satisfaction",4000,0.0019571719325293,92,0.787449598312378,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","linear_rise_sharp_fall",0,0,"Terrible",NA,34,"Happiness","Customer Touchpoint","Satisfaction",0,0.000179689857871094,89,-0.770108759403229,TRUE
58,"8/26/21 5:36","8/26/21 5:53","IP Address",100,987,TRUE,"8/26/21 5:53","R_3MMvRXRrvlRKgoz",NA,NA,NA,NA,39.519104,-78.08940125,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","linear_rise_sharp_fall_exp_rise",39,22,"Decent",10.4727046364437,34,"Happiness","Customer Touchpoint","Satisfaction",13000,0.00345033878849609,115,0.692275643348694,TRUE
59,"8/26/21 5:41","8/26/21 5:53","IP Address",100,691,TRUE,"8/26/21 5:53","R_11aUqkLQlnSPYD8",NA,NA,NA,NA,42.46090698,-71.00740051,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","linear_rise",10,1,"disappointing",10.2103403719762,35,"Happiness","Customer Touchpoint","Satisfaction",10000,-0.000631655906796876,81,-0.802764624357224,TRUE
59,"8/26/21 5:41","8/26/21 5:53","IP Address",100,691,TRUE,"8/26/21 5:53","R_11aUqkLQlnSPYD8",NA,NA,NA,NA,42.46090698,-71.00740051,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","linear_fall",3,0,"decline",10.2103403719762,35,"Happiness","Customer Touchpoint","Satisfaction",10000,-0.00334821232340234,94,-0.756142899394035,TRUE
59,"8/26/21 5:41","8/26/21 5:53","IP Address",100,691,TRUE,"8/26/21 5:53","R_11aUqkLQlnSPYD8",NA,NA,NA,NA,42.46090698,-71.00740051,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","linear_low",0,0,"terrible",8.60090245954208,35,"Happiness","Customer Touchpoint","Satisfaction",2000,0.000179690906728515,78,-0.770108759403229,TRUE
59,"8/26/21 5:41","8/26/21 5:53","IP Address",100,691,TRUE,"8/26/21 5:53","R_11aUqkLQlnSPYD8",NA,NA,NA,NA,42.46090698,-71.00740051,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","linear_middle",32,14,"consistent",10.5468126085974,35,"Happiness","Customer Touchpoint","Satisfaction",14000,0.000407060053933594,67,0.597588777542114,TRUE
59,"8/26/21 5:41","8/26/21 5:53","IP Address",100,691,TRUE,"8/26/21 5:53","R_11aUqkLQlnSPYD8",NA,NA,NA,NA,42.46090698,-71.00740051,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","linear_high",100,100,"amazing",11.3089526606443,35,"Happiness","Customer Touchpoint","Satisfaction",30000,0.00247468362520703,64,0.763096928596497,TRUE
59,"8/26/21 5:41","8/26/21 5:53","IP Address",100,691,TRUE,"8/26/21 5:53","R_11aUqkLQlnSPYD8",NA,NA,NA,NA,42.46090698,-71.00740051,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","exp_rise_convex",87,52,"surprise",10.8521942581486,35,"Happiness","Customer Touchpoint","Satisfaction",19000,0.000776937635429687,90,-0.06416255235672,TRUE
59,"8/26/21 5:41","8/26/21 5:53","IP Address",100,691,TRUE,"8/26/21 5:53","R_11aUqkLQlnSPYD8",NA,NA,NA,NA,42.46090698,-71.00740051,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","exp_fall_convex",10,1,"despair",9.98719682066197,35,"Happiness","Customer Touchpoint","Satisfaction",8000,-0.00303100762914063,88,-0.792614594101906,TRUE
59,"8/26/21 5:41","8/26/21 5:53","IP Address",100,691,TRUE,"8/26/21 5:53","R_11aUqkLQlnSPYD8",NA,NA,NA,NA,42.46090698,-71.00740051,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","exp_rise_concave",97,87,"competent",11.1266311038503,35,"Happiness","Customer Touchpoint","Satisfaction",25000,0.000508974430484375,76,0.64991569519043,TRUE
59,"8/26/21 5:41","8/26/21 5:53","IP Address",100,691,TRUE,"8/26/21 5:53","R_11aUqkLQlnSPYD8",NA,NA,NA,NA,42.46090698,-71.00740051,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","exp_fall_concave",15,9,"disappointment",10.3926619287701,35,"Happiness","Customer Touchpoint","Satisfaction",12000,-0.00218607069453125,93,-0.799278080463409,TRUE
59,"8/26/21 5:41","8/26/21 5:53","IP Address",100,691,TRUE,"8/26/21 5:53","R_11aUqkLQlnSPYD8",NA,NA,NA,NA,42.46090698,-71.00740051,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_fr_full",75,39,"miscommunication",10.9034875525361,35,"Happiness","Customer Touchpoint","Satisfaction",20000,-0.00177913450210937,107,-0.820164024829865,FALSE
59,"8/26/21 5:41","8/26/21 5:53","IP Address",100,691,TRUE,"8/26/21 5:53","R_11aUqkLQlnSPYD8",NA,NA,NA,NA,42.46090698,-71.00740051,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_fr_partial",49,18,"rising",10.4727046364437,35,"Happiness","Customer Touchpoint","Satisfaction",13000,-0.00203979012488086,102,0.246418833732605,TRUE
59,"8/26/21 5:41","8/26/21 5:53","IP Address",100,691,TRUE,"8/26/21 5:53","R_11aUqkLQlnSPYD8",NA,NA,NA,NA,42.46090698,-71.00740051,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_rf_full",21,10,"despair",10.3926619287701,35,"Happiness","Customer Touchpoint","Satisfaction",12000,-0.00303100906496094,102,-0.792614594101906,TRUE
59,"8/26/21 5:41","8/26/21 5:53","IP Address",100,691,TRUE,"8/26/21 5:53","R_11aUqkLQlnSPYD8",NA,NA,NA,NA,42.46090698,-71.00740051,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_rf_partial",70,52,"miscommunication",10.9034875525361,35,"Happiness","Customer Touchpoint","Satisfaction",20000,-0.00177913356583984,93,-0.820164024829865,FALSE
59,"8/26/21 5:41","8/26/21 5:53","IP Address",100,691,TRUE,"8/26/21 5:53","R_11aUqkLQlnSPYD8",NA,NA,NA,NA,42.46090698,-71.00740051,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_rfr_full",40,19,"unsteady",10.4727046364437,35,"Happiness","Customer Touchpoint","Satisfaction",13000,-0.0024017526549707,103,-0.831508606672287,TRUE
59,"8/26/21 5:41","8/26/21 5:53","IP Address",100,691,TRUE,"8/26/21 5:53","R_11aUqkLQlnSPYD8",NA,NA,NA,NA,42.46090698,-71.00740051,"anonymous","EN","Yes",NA,NA,NA,NA,NA,NA,80,0,"They were highly unstressed early in their customer experience, then highly stressed later in their customer experience","sin_rfr_partial",34,11,"rollercoaster",10.4727046364437,35,"Happiness","Customer Touchpoint","Satisfaction",13000,0.000779457027451172,96,-0.70612096786499,FALSE
