"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_response","att_check_1","att_check_2","att_check_3_1","att_check_3_2","att_check_3_3","att_check_4","comp_check_1","comp_check_2","comp_check_3","timer_First.Click","timer_Last.Click","timer_Page.Submit","timer_Click.Count","comp_check_4","comp_check_5","comp_check_6","lr_preference_1","lr_word_gen_1","lf_preference_1","lf_word_gen_1","ll_preference_1","ll_word_gen_1","lm_preference_1","lm_word_gen_1","lh_preference_1","lh_word_gen_1","ercv_preference_1","ercv_word_gen_1","efcv_preference_1","efcv_word_gen_1","ercc_preference_1","ercc_word_gen_1","efcc_preference_1","efcc_word_gen_1","sfr_full_preference_1","sfr_full_word_gen_1","sfr_par_preference_1","sfr_par_word_gen_1","srf_full_preference_1","srf_full_word_gen_1","srf_par_preference_1","srf_par_word_gen_1","srfr_full_preference_1","srfr_full_word_gen_1","srfr_par_preference_1","srfr_par_word_gen_1","sfrf_full_preference_1","sfrf_full_word_gen_1","sfrf_par_preference_1","sfrf_par_word_gen_1","sfrfr_preference_1","sfrfr_word_gen_1","srfrf_preference_1","srfrf_word_gen_1","log_rise_preference_1","log_rise_word_gen_1","log_fall_preference_1","log_fall_word_gen_1","pc_full_preference_1","pc_full_word_gen_1","pc_par_preference_1","pc_par_word_gen_1","nc_full_preference_1","nc_full_word_gen_1","nc_par_preference_1","nc_par_word_gen_1","lrsf_preference_1","lrsf_word_gen_1","lrsfer_preference_1","lrsfer_word_gen_1","comp_check_7","comp_check_8","comp_check_9","politics_1","gender","gender_4_TEXT","ethnicity","ethnicity_5_TEXT","age","education","education_9_TEXT","comments","StudyID"
"93","3/7/22 15:13","3/7/22 15:29","IP Address",100,965,TRUE,"3/7/22 15:29","R_ueMouZwcvm2c5LX",NA,NA,NA,NA,35.6401062,-117.8529968,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",99,"winning",6,"failed",1,"dismal",29,"boring",100,"aced",96,"incrimental",7,"downhill",97,"warmed-up",6,"bombed",75,"rebounding",91,"recovered",24,"hopeless",4,"floundering",90,"difficult",58,"sparodic",3,"disappointing",6,"close",85,"eventful",5,"roller-coaster",90,"surprising",3,"sad",87,"bottomout",17,"poor",28,"crashed",52,"failed",3,"tried",84,"wavy","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",73,"Female",NA,"White","",55,"Other","academic AA","","lifelines_e5"
"94","3/7/22 15:16","3/7/22 15:29","IP Address",100,783,TRUE,"3/7/22 15:29","R_1pF3vsigiDqpDaa",NA,NA,NA,NA,29.62770081,-95.57900238,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",100,"potential",0,"incompetent",0,"incompetence",66,"average",100,"perfect",100,"best",0,"disappointment",94,"potential",2,"fake",69,"potential",66,"potential",30,"disappointed",23,"disappointment",59,"cyclical",41,"inconsistence",29,"inconsistence",13,"inconsistence",51,"cyclical",8,"disapointed",98,"potential",100,"incompetence",56,"almost",8,"bad",9,"disappointment",59,"inconsistence",13,"incompetence",86,"inconsistence","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",18,"Male",NA,"Asian","",31,"Professional Degree (MD, JD, etc.)","","","lifelines_e5"
"95","3/7/22 15:14","3/7/22 15:29","IP Address",100,914,TRUE,"3/7/22 15:29","R_REbunsneiCesRfX",NA,NA,NA,NA,35.13690186,-106.5198975,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",10,"extreme",30,"uneasy",10,"reserved",61,"stable",20,"afraid",40,"surprising",30,"controlable",50,"intense",51,"intense",50,"opinionated",60,"interesting",61,"interesting",70,"engaging",60,"energetic",61,"uncomfotable",51,"excitable",50,"intense",50,"excitable",60,"volatile",49,"surprising",30,"controllable",51,"fierce",30,"freefall",51,"fierce",60,"impassioned",19,"strained",51,"interesting","Stress","Time","Indicate how likely it was that you would hire the candidate",9,"Female",NA,"White","",38,"College Graduate (4 year)","","","lifelines_e5"
"96","3/7/22 15:17","3/7/22 15:29","IP Address",100,739,TRUE,"3/7/22 15:29","R_enzzdXDV48clEtP",NA,NA,NA,NA,43.80130005,-91.21340179,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",0,"poor",58,"improvement",100,"amazing",40,"bland",0,"horrible",25,"bad",65,"solid",0,"stressful",56,"improvement",30,"rollercoaster",0,"stressful",60,"rollercoaster",50,"overcoming",35,"rollercoaster",15,"rollercoaster",60,"rollercoaster",25,"rollercoaster",20,"rollercoaster",55,"rollercoaster",10,"weird",55,"improvement",50,"weird",30,"bad",55,"rollercoaster",40,"alright",90,"impressive",0,"stressful","Stress","Time","Give a one-word summary of the candidate's interview performance",20,"Male",NA,"White","",28,"College Graduate (4 year)","","no","lifelines_e5"
"97","3/7/22 15:16","3/7/22 15:30","IP Address",100,827,TRUE,"3/7/22 15:30","R_1pDMDThf2JrDoIl",NA,NA,NA,NA,37.88679504,-84.5667038,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",5,"Poor",10,"Mediocre",0,"Awful",25,"Mediocre",100,"Exemplary",5,"Negative",60,"Good",20,"Nervous",15,"Downhill",50,"Average",45,"Average",50,"Average",25,"Mediocre",45,"Inconsistent",60,"Inconsistent",5,"Poor",40,"Fair",30,"Wobbly",30,"Inconsistant",75,"Interesting",15,"Poor",55,"Interesting",50,"Average",45,"Inconsistent",70,"Faltered",10,"Poor",40,"Inconsistent","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",50,"Female",NA,"White","",49,"Masters Degree (MS)","","","lifelines_e5"
"98","3/7/22 15:14","3/7/22 15:30","IP Address",100,930,TRUE,"3/7/22 15:30","R_5j4ePOCsRnMxQu5",NA,NA,NA,NA,33.10969543,-117.0670013,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",85,"Worthy",10,"Unworthy",1,"Unqualified",45,"Mediocre",100,"Exceptional",91,"Strong",10,"Insubstantial",95,"Exceptional",25,"Underqualified",40,"Limited",70,"Strong",50,"Average",25,"Underqualified",35,"Unpredictable",29,"Unpredictable",30,"Unpredictable",30,"Unpredictable",35,"Unpredictable",35,"Unpredictable",85,"Worthwhile",5,"Unworthy",30,"Narrow",25,"Unsteady",40,"Limited",65,"Competent",15,"Unworthy",55,"Limited","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",40,"Male",NA,"White","",38,"College Graduate (4 year)","","","lifelines_e5"
"99","3/7/22 15:17","3/7/22 15:30","IP Address",100,795,TRUE,"3/7/22 15:30","R_2tqY3oWIibW6FgH",NA,NA,NA,NA,36.83360291,-76.26439667,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",85,"accelerator",2,"bust",0,"worst",50,"average",95,"best",66,"progress",10,"weak",90,"finisher",5,"folder",64,"sleeper",80,"finisher",40,"letdown",25,"fading",70,"accelerator",65,"waffler",12,"fader",35,"waffling",62,"accelerating",15,"waffling",85,"exceptional",5,"folds",80,"finisher",52,"fader",50,"average",65,"good",15,"foul",76,"jumpstart","Perceived Performance","Time","Give a one-word summary of the candidate's interview performance",50,"Male",NA,"White","",44,"Some College","","","lifelines_e5"
"100","3/7/22 15:14","3/7/22 15:30","IP Address",100,958,TRUE,"3/7/22 15:30","R_oZuLaPKQsdC1Qop",NA,NA,NA,NA,34.01210022,-117.6883011,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",70,"adaptable",10,"unmotivated",0,"unskilled",60,"consistant",100,"perfect",70,"learner",0,"fake",100,"skilled",10,"lazy",30,"moody",50,"careful",40,"polarizing",30,"discouraged",10,"unpredictable",10,"fluctuating",9,"unreliable",60,"capable",10,"sporratic",40,"unconsistant",65,"reserved",0,"triggered",25,"unreliable",34,"unknowledgeable",50,"minimalist",50,"exhausted",0,"imposter",25,"unstable","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",80,"Male",NA,"White","",29,"College Graduate (4 year)","","","lifelines_e5"
"101","3/7/22 15:13","3/7/22 15:30","IP Address",100,996,TRUE,"3/7/22 15:30","R_roMlnm8AVDGIeiZ",NA,NA,NA,NA,37.21170044,-93.2990036,"anonymous","EN","Yes","Paul","Green",15,40,55,0,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",80,"Consistent",8,"Unready",0,"Unready",50,"Even",100,"Consistent",81,"Concentrating",0,"Crashed",86,"Well",9,"Descended",33,"Unsure",29,"Adjusting",28,"Unsure",39,"Tried",51,"Trying",49,"Contemplating",19,"Unstable",24,"Intervals",43,"Breaks",20,"Fretful",39,"Delayed",10,"Limited",28,"Distracted",20,"Unsure",20,"Crashed",89,"Focused",18,"Unready",29,"Tried","Time","Perceived Performance","Give a one-word summary of the candidate's interview performance",44,"Female",NA,"White","",44,"High School or Equivalent","","No","lifelines_e5"
"102","3/7/22 15:14","3/7/22 15:30","IP Address",100,986,TRUE,"3/7/22 15:30","R_wXJUh6Koqg0R4v7",NA,NA,NA,NA,29.5941925,-98.45909882,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",50,"Good",90,"Excellent ",100,"Excellent ",100,"Balanced",18,"Poor",40,"Good",89,"Excellent ",41,"Poor",84,"Excellent ",36,"Indecisive ",33,"Poor",80,"Great",81,"Great ",48,"Fair",41,"Poor",50,"Good",81,"Good",40,"Indecisive ",68,"Great",50,"Good",90,"Excellent ",41,"Poor",61,"Good",74,"Great ",76,"Great",85,"Excellent ",49,"Good","Perceived Performance","Time","Give a one-word summary of the candidate's interview performance",50,"Male",NA,"Other","Hispanic ",28,"High School or Equivalent","","","lifelines_e5"
"103","3/7/22 15:14","3/7/22 15:31","IP Address",100,983,TRUE,"3/7/22 15:31","R_3ET40XMyuoy6ySq",NA,NA,NA,NA,40.76829529,-73.98020172,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,60,"I was highly unstressed by the candidate both early in their interview and later in their interview. ",12.98,14.39,82.012,2,80,60,"I was highly unstressed by the candidate both early in their interview and later in their interview. ",73,"Good",73,"nice",59,"Good",78,"Excellent ",72,"good",69,"NICE",72,"good",70,"NICE",74,"nice",72,"Excellent ",91,"good",70,"Good",62,"Good",87,"Good",57,"good",70,"Good",90,"Nice",74,"Good",74,"good",70,"Honest",70,"Good",75,"NICE",73,"Nice",77,"Good",83,"good",62,"GOOD",71,"nice","Perceived Performance","Time","Give a one-sentence summary of the candidate's interview performance",100,"Female",NA,"White","",37,"Masters Degree (MS)","","Good","lifelines_e5"
"104","3/7/22 15:14","3/7/22 15:31","IP Address",100,1030,TRUE,"3/7/22 15:31","R_24i33EN5XPWhCkW",NA,NA,NA,NA,44.95480347,-93.15509796,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",49,"Growth",2,"Lacking",0,"Bad",16,"Steady",100,"Solid",48,"Impress",2,"Lacking",89,"Quick",1,"Lacking",30,"Bounce",46,"Adapative",10,"Average",8,"Potential",20,"Unsteady",18,"Unimpressive",19,"Dissapoint",9,"Uneven",14,"Uneven",9,"Unsure",47,"Surprise",7,"Failure",16,"Growth",30,"Rebound",3,"Fall",71,"Solid",3,"Short",40,"Scattered","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",39,"Male",NA,"White","",39,"College Graduate (4 year)","","","lifelines_e5"
"105","3/7/22 15:16","3/7/22 15:31","IP Address",100,891,TRUE,"3/7/22 15:31","R_2dGttmdz0D6pEGX",NA,NA,NA,NA,43.14750671,-87.90499878,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,60,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",0,0,82.111,0,0,80,"I was highly stressed by the candidate early in their interview, then highly unstressed by the candidate later in their interview. ",40,"stressful",39,"marginal",100,"perfect",60,"maybe",95,"Outstanding",40,"negative",60,"marginal",19,"bad",30,"weak",30,"marginal",39,"rough",60,"marginal",30,"weak",20,"unstable",30,"weak",30,"shaky",30,"marginal",40,"weak",40,"unstable",40,"shaky",40,"even",40,"Skaky",40,"marginal",40,"marginal",40,"weak",30,"weak",30,"weak","Perceived Performance","Time","Give a one-word summary of the candidate's interview performance",1,"Male",NA,"White","",65,"Some College","","","lifelines_e5"
"106","3/7/22 15:13","3/7/22 15:31","IP Address",100,1039,TRUE,"3/7/22 15:31","R_1DtFc0lZBOjUAvA",NA,NA,NA,NA,37.66920471,-97.27539825,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",29,"improving",5,"unacceptable",1,"terrible",55,"average",98,"excellent",55,"potential ",2,"unsatisfying",60,"improving",20,"unacceptable",35,"changing",55,"capricious",9,"patchy",9,"unimpressive",45,"fluctuating",35,"varying",15,"uneven",5,"wavering",19,"inconsistent",15,"variable",20,"inconsistent",5,"disappointing ",20,"unpredictable",24,"mediocre",5,"unsatisfactory",70,"changeable ",3,"inadequate ",45,"sporadic","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",27,"Male",NA,"White","",61,"Masters Degree (MS)","","The survey was of excellent quality.  Everything made sense and was easy to understand.  Thank you for the opportunity. ","lifelines_e5"
"107","3/7/22 15:13","3/7/22 15:31","IP Address",100,1086,TRUE,"3/7/22 15:31","R_1pyRt3gYqUGVuW0",NA,NA,NA,NA,28.92840576,-82.49210358,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",73,"consistent",2,"failing",0,"trash",50,"consistent",100,"exceptional",78,"diligent",1,"bad",85,"exceptional",29,"disapointing",44,"resilient",45,"resilient",25,"unfocused",37,"inconsistent",32,"variable",35,"rollercoaster",24,"inconsistent",23,"inconsistent",32,"inconsistent",20,"unfocused",53,"promising",13,"disappointing",47,"diligent",38,"unfocused",19,"crashing",56,"perplexing",5,"bad",58,"unwavering ","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",49,"Male",NA,"Mixed","",48,"College Graduate (4 year)","","","lifelines_e5"
"108","3/7/22 15:14","3/7/22 15:31","IP Address",100,1063,TRUE,"3/7/22 15:31","R_1FmrIjeItcuRz6T",NA,NA,NA,NA,30.12939453,-95.42379761,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",50,"increasing",45,"decreasing",0,"horrible",50,"constant",100,"amazing",71,"growing",43,"depressing",100,"positive",100,"astounding",59,"dropped",56,"average",71,"surprising",45,"curve",56,"wobbly",65,"awesome",44,"wobbly",57,"good",66,"wobbly",67,"wobbly",49,"slow",41,"tiresome",38,"drastic",37,"decreasing",65,"interesting",48,"spike",37,"bad",40,"increasing","Perceived Performance","Time","Give a one-word summary of the candidate's interview performance",0,"Female",NA,"Asian","",29,"College Graduate (4 year)","","","lifelines_e5"
"109","3/7/22 15:13","3/7/22 15:32","IP Address",100,1136,TRUE,"3/7/22 15:32","R_1ruIGLODrfRrUR4",NA,NA,NA,NA,33.5401001,-112.3161011,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",50,"aggravating",60,"decent",100,"normal",50,"unsure",0,"unpleasant",71,"decent",80,"surprising",20,"difficult",25,"annoying",20,"annoying",40,"uncertain",35,"different",40,"disquieting",60,"decent",60,"annoying",25," trying",70,"perplexing",15,"inconvenient",55,"adventurous",44,"uncertain",31,"perplexing",19,"confusing",60,"uncertain",80,"exciting",45,"taxing",80,"decent",40,"irksome","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",50,"Male",NA,"White","",39,"Some College","","","lifelines_e5"
"110","3/7/22 15:13","3/7/22 15:32","IP Address",100,1123,TRUE,"3/7/22 15:32","R_1NE4uwzfcVLBuaY",NA,NA,NA,NA,41.3704071,-81.85870361,"anonymous","EN","Yes","John","Purple",15,40,51,0,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",56,"good",11,"weak",1,"worst",51,"average",99,"extraordinary",65,"good",11,"unacceptable",62,"acceptable",11,"undependable",44,"inconsistent",55,"satisfactory",25,"fallible",20,"fallible",23,"inconsistent",47,"undependable ",19,"unpredictable",25,"erratic",13,"inconsistent",21,"erratic",71,"good",13,"fallible",41,"average",24,"bad",35,"susceptible",55,"good",16,"bad",29,"inconsistent","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",50,"Prefer not to disclose",NA,"Asian","",48,"Doctoral Degree (PhD)","","none","lifelines_e5"
"111","3/7/22 15:18","3/7/22 15:32","IP Address",100,831,TRUE,"3/7/22 15:32","R_sNHRIAde8fw5iWB",NA,NA,NA,NA,30.24229431,-97.76719666,"anonymous","EN","Yes","Paul","Green",15,20,29,0,80,60,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",3.683,12.782,82.113,2,0,80,"I was highly stressed by the candidate early in their interview, then highly unstressed by the candidate later in their interview. ",0,"holymoly",9,"stressy",100,"convivial",0,"noooooooo",0,"beware",1,"NOPE",0,"improving",0,"why",0,"aggravating",0,"run",0,"overhyped",0,"danger",0,"waterslide",0,"tempermental",0,"rollercoaster",0,"stressed",0,"nyet",0,"rollercoaster",0,"yikes",0,"not",0,"why",0,"volcanic",0,"valium",0,"nononono",0,"everest",47,"potential",3,"stressed","Time","Stress","Give a one-word summary of the candidate's interview performance",9,"Female",NA,"White","",52,"Some College","","Can you imagine working daily with someone who made you hit 100 on the stress scale in an interview?","lifelines_e5"
"112","3/7/22 15:24","3/7/22 15:32","IP Address",100,453,TRUE,"3/7/22 15:32","R_2THPEa90UFd6Hvu",NA,NA,NA,NA,42.58360291,-83.49890137,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",67,"Likely",87,"Likely",66,"Likely",74,"Likely",64,"Very likely",67,"Likely",71,"Likely",75,"Likely",64,"Likely",70,"Likely",72,"Likely",64,"Likely",56,"Likely",46,"Slightly likely",52,"Not bad",69,"Likely",69,"Likely",58,"Likely",69,"Likely",58,"Likely",59,"Not bad",65,"Likely",62,"Likely",66,"Likely",73,"Likely",62,"Likely",71,"Likely","Stress","Time","Indicate how stressed you were by the candidate",18,"Male",NA,"Black","",45,"Masters Degree (MS)","","Almost perfect","lifelines_e5"
"113","3/7/22 15:18","3/7/22 15:32","IP Address",100,859,TRUE,"3/7/22 15:32","R_2XnWtczDfzhF9tH",NA,NA,NA,NA,34.6065979,-92.49040222,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly stressed by the candidate both early in their interview and later in their interview. ",0,0,82.013,0,0,80,"I was highly stressed by the candidate early in their interview, then highly unstressed by the candidate later in their interview. ",85,"Better",68,"Good",66,"Poor",77,"Good",100,"Excellent",81,"Good",27,"Poor",88,"Good",83,"Good",72,"Indifferent",75,"Better",67,"Fair",67,"Poor",65,"Fair",66,"Indifferent",47,"good",81,"Good",77,"Fair",60,"Good",71,"Good",29,"Bad",83,"Good",78,"Better",64,"Fair",76,"Good",43,"Fair",83,"Better","Stress","Time","Give a one-word summary of the candidate's interview performance",15,"Male",NA,"Black","",26,"College Graduate (4 year)","","","lifelines_e5"
"114","3/7/22 15:15","3/7/22 15:32","IP Address",100,1016,TRUE,"3/7/22 15:32","R_0U3zhRbprAbLXax",NA,NA,NA,NA,47.12910461,-122.4094009,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",65,"good ",3,"unhirable",0,"unimpressive",41,"stable",86,"excellent",61,"impressive",9,"disappointing ",73,"helpful ",7,"disqualified",36,"noticeable ",51,"unsure",10,"unlikely",10,"disappointing ",60,"unsure",40,"knowledgeable ",3,"unstable",11,"unstable",30,"uncertain",30,"unbelievable ",30,"surprising ",7,"unqualified",40,"cunning ",14,"sketchy",10,"disappointing",30,"disappointing",14,"unsure ",56,"qualified","Stress","Time","Indicate how likely it was that you would hire the candidate",0,"Female",NA,"White","",57,"Vocational/Technical School (2 year)","","hated having to try to come up with different words for descriptions ","lifelines_e5"
"115","3/7/22 15:15","3/7/22 15:32","IP Address",100,1020,TRUE,"3/7/22 15:32","R_1CHnOKMWP0iMwvU",NA,NA,NA,NA,41.44020081,-81.85299683,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",54,"rising ",49,"ramp",95,"flatline",50,"flat",4,"highlight ",78,"slope",78,"sledding ",70,"steep",50,"slope",52,"valley",53,"ended ",50,"hill",50,"mountain ",64,"motion ",63,"valley",60,"coaster",52,"mountain ",62,"zig",71,"valleys ",30,"high",85,"extremes",41,"rising ",39,"valley",61,"extremes ",49,"peak",75,"flat",78,"zag","Perceived Performance","Time","Give a one-word summary of the candidate's interview performance",36,"Male",NA,"White","",43,"Masters Degree (MS)","","","lifelines_e5"
"116","3/7/22 15:13","3/7/22 15:32","IP Address",100,1174,TRUE,"3/7/22 15:32","R_yrmskcXFqAtdJIJ",NA,NA,NA,NA,35.78019714,-78.48609924,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",60,"Improved",5,"Dragging",0,"Poor",60,"Average",100,"Excellent",50,"Improved",6,"Inconsistent ",85,"Improved",29,"Waning",20,"Varied",66,"Improvement",24,"Inconsistent",15,"Inconsistent",4,"Varied",20,"Varied",10,"Varied",6,"Varied",28,"Inconsistent",19,"Inconsistent",70,"Improved",24,"Varied",10,"Inconsistent",20,"Inconsistent",25,"Inconsistent",50,"Inconsistent",5,"Poor",30,"Inconsistent","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",100,"Female",NA,"White","",52,"College Graduate (4 year)","","","lifelines_e5"
"117","3/7/22 15:14","3/7/22 15:32","IP Address",100,1080,TRUE,"3/7/22 15:32","R_3ewVLfjNKPwL1ZQ",NA,NA,NA,NA,40.69810486,-111.9999008,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",80,"Escalated ",0,"Uninteresting",0,"flatline",50,"Average",100,"Achieved ",80,"Finisher",0,"Declined",85,"Impressed",0,"Dive",70,"Recovered",75,"Recovered",0,"Peaked",0,"Insufficient ",65,"Inconsistent",85,"Bold",0,"Variable",0,"Disappointed",65,"Wavering",30,"Sporadic ",80,"Finisher",0,"lost",60,"Finisher",19,"Uninteresting",0,"Fail",30,"Average",0,"Weak",40,"Inconsistent","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",80,"Male",NA,"White","",58,"Some College","","","lifelines_e5"
"118","3/7/22 15:23","3/7/22 15:32","IP Address",100,542,TRUE,"3/7/22 15:32","R_AgQYg4TK5zl9BZL",NA,NA,NA,NA,38.33340454,-85.4673996,"anonymous","EN","Yes","Paul","Purple",NA,NA,NA,NA,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",74,"impressive",5,"declining",0,"awful",45,"average",85,"steady",87,"awesome",7,"declining",88,"great",18,"disappointing",49,"improving",58,"strong",13,"shaky",11,"terrible",36,"confusing",46,"unreliable",15,"awful",17,"wobbly",33,"inconsistent",27,"unstable",62,"better",10,"inconsistent",25,"confusing",18,"underperform",20,"confusing",43,"mediocre",10,"poor",31,"erratic","Time","Perceived Performance","Give a one-word summary of the candidate's interview performance",83,"Male",NA,"White","",34,"College Graduate (4 year)","","No thanks","lifelines_e5"
"119","3/7/22 15:15","3/7/22 15:32","IP Address",100,1026,TRUE,"3/7/22 15:32","R_2y1ObSb7dOVe6ab",NA,NA,NA,NA,39.1506958,-119.7458954,"anonymous","EN","Yes","Paul","Green",15,31,70,0,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",0,"Panic",1,"Crash",91,"Calm",65,"Stable",0,"Fried",5,"Poor",60,"Common",5,"Stressed",50,"Common",6,"Uneven",13,"Unknown",50,"Normal",50,"Common",9,"Unsure",10,"Stressor",32,"Poor",18,"Nerving",20,"Okay",39,"Moody",1,"Horrible",71,"Shy",9,"Cocky",29,"Midline",15,"Uncapable ",5,"Stress",70,"Curious",7,"Highstrund","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",82,"Female",NA,"White","",55,"High School or Equivalent","","Im sorry, I may have done the one word answers incorrect. I don’t think I understood what it was. I thought I did then after several, I thought,,ugh I may have messed up ","lifelines_e5"
"120","3/7/22 15:15","3/7/22 15:32","IP Address",100,1064,TRUE,"3/7/22 15:32","R_2Pq8rxhQn8Tdm9i",NA,NA,NA,NA,44.8553009,-93.66000366,"anonymous","EN","Yes","Paul","Green",15,30,60,0,80,0,"I was highly unstressed by the candidate early in their interview, then highly stressed by the candidate later in their interview. ",NA,NA,NA,NA,NA,NA,"",66,"Improving",32,"Declning",0,"Unattentive",46,"Mediocre ",100,"Outstanding ",61,"Persistent ",32,"Lost",76,"Attentive",30,"Fell",42,"Wandering ",64,"Improved",20,"Fell",23,"Downhill ",66,"Rocky",65,"Improving",34,"Forgetful ",37,"Forgetful ",67,"Improvement ",29,"Washy",55,"Tried",14,"Crash ",58,"Sudden ",42,"Fizzle",24,"Derailed",47,"Ceased",8,"Lost",54,"Persistent ","Perceived Performance","Time","Indicate how likely it was that you would hire the candidate",35,"Male",NA,"White","",42,"College Graduate (4 year)","","","lifelines_e5"
