StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,att_check_1,att_check_2,att_check_3_1,att_check_3_2,att_check_3_3,att_check_4,comp_check_1,comp_check_2,comp_check_3,lr_meaning_1,lr_preference_1,lr_word_gen_1,lf_meaning_1,lf_preference_1,lf_word_gen_1,ll_meaning_1,ll_preference_1,ll_word_gen_1,lm_meaning_1,lm_preference_1,lm_word_gen_1,lh_meaning_1,lh_preference_1,lh_word_gen_1,ercv_meaning_1,ercv_preference_1,ercv_word_gen_1,efcv_meaning_1,efcv_preference_1,efcv_word_gen_1,ercc_meaning_1,ercc_preference_1,ercc_word_gen_1,efcc_meaning_1,efcc_preference_1,efcc_word_gen_1,sfr_full_meaning_1,sfr_full_preference_1,sfr_full_word_gen_1,sfr_par_meaning_1,sfr_par_preference_1,sfr_par_word_gen_1,srf_full_meaning_1,srf_full_preference_1,srf_full_word_gen_1,srf_par_meaning_1,srf_par_preference_1,srf_par_word_gen_1,srfr_full_meaning_1,srfr_full_preference_1,srfr_full_word_gen_1,srfr_par_meaning_1,srfr_par_preference_1,srfr_par_word_gen_1,sfrf_full_meaning_1,sfrf_full_preference_1,sfrf_full_word_gen_1,sfrf_par_meaning_1,sfrf_par_preference_1,sfrf_par_word_gen_1,sfrfr_meaning_1,sfrfr_preference_1,sfrfr_word_gen_1,srfrf_meaning_1,srfrf_preference_1,srfrf_word_gen_1,log_rise_meaning_1,log_rise_preference_1,log_rise_word_gen_1,log_fall_meaning_1,log_fall_preference_1,log_fall_word_gen_1,pc_full_meaning_1,pc_full_preference_1,pc_full_word_gen_1,pc_par_meaning_1,pc_par_preference_1,pc_par_word_gen_1,nc_full_meaning_1,nc_full_preference_1,nc_full_word_gen_1,nc_par_meaning_1,nc_par_preference_1,nc_par_word_gen_1,lrsf_meaning_1,lrsf_preference_1,lrsf_word_gen_1,lrsfer_meaning_1,lrsfer_preference_1,lrsfer_word_gen_1,comp_check_4,comp_check_5,comp_check_6,gender,gender_4_TEXT,ethnicity,ethnicity_5_TEXT,age,education,education_9_TEXT,comments,FL_34_DO
2020-06-16 15:01:56,2020-06-16 15:12:00,0,67.1.219.202,100,603,1,2020-06-16 15:12:01,R_2YR32Rkeb14A6vz,,,,,32.2698974609375,-110.98529815673828125,anonymous,EN,1,2,2,,,,,5,1,2,64,63,ups,60,22,diagonal,9,0,flat,62,81,stable,98,95,up,69,85,going up,36,26,crash,77,78,up curve,33,20,depressed,67,12,u-shaped,58,14,curvy,47,43,ups,37,32,down,62,47,coaster,76,37,coaster,50,25,life,75,25,hopeful,54,20,varience,66,28,coaster,96,83,ups,23,1,crash,65,40,hopeful,47,54,bounce,65,58,ups,24,24,varience,43,7,unhappy,64,9,market,2,4,2,1,,1,,42,4,,,Sinusoidal_Fall_Rise_Fall_Full|Positive_Change_Full|Linear_Rise|Sinusoidal_Fall_Rise_Fall_Rise|Linear_Low|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Rise_Partial|Exponential_Fall_Concave|Sinusoidal_Rise_Fall_Rise_Full|Positive_Change_Partial|Linear_Rise_Sharp_Fall|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Fall_Rise_Full|Sinusoidal_Rise_Fall_Rise_Fall|Exponential_Rise_Convex|Sinusoidal_Fall_Rise_Fall_Partial|Linear_Middle|Negative_Change_Full|Logistic_Fall|Exponential_Fall_Convex|Logistic_Rise|Exponential_Rise_Concave|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Full|Linear_Fall|Negative_Change_Partial|Linear_High
2020-06-16 14:56:57,2020-06-16 15:12:39,0,174.128.225.106,100,941,1,2020-06-16 15:12:39,R_1rPtqGhfEb0yZvo,,,,,39.7501068115234375,-104.995697021484375,anonymous,EN,1,2,2,,,,,5,1,2,61,50,"good ",71,60,"Awesome ",68,50,nice,68,51,meaningful,69,50,lovely,74,58,awesome,61,73,good,73,58,making sense,74,61,great,72,63,kind,68,64,kind,64,52,cool,56,75,good,69,63,great,79,55,good,73,62,good,61,79,cool,87,70,Lovely,55,48,"nice ",76,61,kind,41,51,awesome,73,80,kind,64,55,cool,51,61,great,75,57,nice,66,52,nice,78,61,generous,3,2,4,1,,1,,27,5,,It was a good and nice survey,Positive_Change_Full|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Fall_Rise_Full|Sinusoidal_Rise_Fall_Rise_Partial|Linear_Fall|Logistic_Rise|Sinusoidal_Rise_Fall_Rise_Full|Sinusoidal_Fall_Rise_Fall_Partial|Linear_Rise|Exponential_Rise_Convex|Linear_High|Linear_Low|Sinusoidal_Fall_Rise_Partial|Positive_Change_Partial|Negative_Change_Partial|Exponential_Fall_Concave|Logistic_Fall|Linear_Rise_Sharp_Fall|Exponential_Fall_Convex|Linear_Middle|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Rise_Fall_Full|Negative_Change_Full|Exponential_Rise_Concave
2020-06-16 14:52:30,2020-06-16 15:14:01,0,68.0.144.238,100,1290,1,2020-06-16 15:14:01,R_2WClvA9u1oNtg3j,,,,,32.25079345703125,-110.823699951171875,anonymous,EN,1,2,2,,,,,4,3,2,68,77,positive thought person,47,62,look like,41,47,beauty,61,48,game life,91,71,liki,58,63,great person,55,66,like,64,47,great person,66,51,purposeful,58,74,beauty,72,50,like to compare with my life,71,46,life is like,69,58,peaceful person,60,78,good,72,51,i would regret it my whole life,60,73,like for my life,82,61,likely,80,50,good person,59,59,good,59,41,heart and love,60,71,look like,70,50,good,64,57,we take this moment,77,60,great,55,65,good person,41,64,good,71,56,liking person,2,4,3,1,,1,,1969,6,,good survey,Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Rise_Fall_Rise_Partial|Exponential_Fall_Concave|Logistic_Rise|Sinusoidal_Fall_Rise_Fall_Rise|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Fall_Rise_Full|Linear_Fall|Sinusoidal_Fall_Rise_Partial|Positive_Change_Partial|Exponential_Fall_Convex|Sinusoidal_Rise_Fall_Full|Linear_Middle|Positive_Change_Full|Negative_Change_Full|Linear_Low|Negative_Change_Partial|Exponential_Rise_Convex|Linear_High|Linear_Rise|Linear_Rise_Sharp_Fall|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Rise_Full|Sinusoidal_Fall_Rise_Fall_Full|Logistic_Fall|Exponential_Rise_Concave|Sinusoidal_Fall_Rise_Fall_Partial
2020-06-16 14:52:31,2020-06-16 15:15:24,0,73.177.35.106,100,1372,1,2020-06-16 15:15:24,R_28HfALHjvUEXBJb,,,,,35.2212982177734375,-89.9412994384765625,anonymous,EN,1,2,2,,,,,5,3,4,55,68,"possible ways ",45,60,TROUBLE,59,69,BLOWING,58,68,NORMAL,47,63,HAPPY,48,65,MUCH HAPPY,46,58,IGNORE ALL,60,71,LIFE,46,61,terrible,46,72,STRESS,57,69,joy,54,67,sorrow,55,67,FUCKING LIFE,62,75,HAPPY,52,67,SUCH GRAPH,60,70,HITS,54,63,MEANINGFUL,54,64,SIMPLE,47,58,TROUBLE,53,67,average,51,63,LIFE SUCKS,52,69,awesome,54,66,happy,61,77,AWESOME,68,75,happiness,68,76,LIFE,60,50,WASTE,1,2,2,1,,1,,49,5,,no,Sinusoidal_Fall_Rise_Full|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Fall_Rise|Linear_Rise_Sharp_Fall_Exponential_Rise|Linear_Low|Linear_High|Exponential_Fall_Convex|Exponential_Rise_Convex|Sinusoidal_Rise_Fall_Rise_Full|Sinusoidal_Rise_Fall_Partial|Linear_Middle|Sinusoidal_Rise_Fall_Rise_Partial|Logistic_Fall|Sinusoidal_Rise_Fall_Rise_Fall|Linear_Fall|Exponential_Rise_Concave|Negative_Change_Full|Linear_Rise_Sharp_Fall|Sinusoidal_Fall_Rise_Fall_Full|Positive_Change_Full|Logistic_Rise|Exponential_Fall_Concave|Linear_Rise|Negative_Change_Partial|Positive_Change_Partial|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Full
2020-06-16 15:08:13,2020-06-16 15:15:35,0,73.91.206.91,100,442,1,2020-06-16 15:15:36,R_Y6uecuPkGQ2WZ4R,,,,,35.251800537109375,-90.02469635009765625,anonymous,EN,1,2,2,,,,,3,5,2,61,84,good,62,56,down,75,64,sad,67,58,decent,55,90,great,57,76,okay,59,77,down,73,74,great,62,86,bad,71,69,okay,76,57,okay,72,70,good,56,81,okay,74,60,okay,63,61,unsure,62,79,okay,65,59,good,65,58,okay,60,70,bad,70,65,good,60,64,bad,76,57,crazy,60,67,okay,66,65,peaks,63,69,okay,57,56,okay,56,64,hectic,2,1,3,2,,2,,29,4,,,Exponential_Rise_Convex|Exponential_Fall_Concave|Positive_Change_Full|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Rise_Fall_Full|Exponential_Rise_Concave|Linear_Rise_Sharp_Fall|Sinusoidal_Rise_Fall_Rise_Fall|Linear_Fall|Sinusoidal_Fall_Rise_Fall_Full|Linear_Rise|Logistic_Rise|Linear_High|Sinusoidal_Rise_Fall_Partial|Logistic_Fall|Sinusoidal_Rise_Fall_Rise_Full|Sinusoidal_Fall_Rise_Fall_Partial|Negative_Change_Partial|Sinusoidal_Rise_Fall_Rise_Partial|Positive_Change_Partial|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Fall_Rise_Full|Exponential_Fall_Convex|Negative_Change_Full|Linear_Low|Linear_Middle|Sinusoidal_Fall_Rise_Fall_Rise
2020-06-16 15:05:56,2020-06-16 15:16:10,0,68.37.105.93,100,613,1,2020-06-16 15:16:10,R_2tzcZrf7wOr0Vwr,,,,,41.85870361328125,-84.33969879150390625,anonymous,EN,1,2,2,,,,,5,3,2,77,87,nice,82,87,nice,91,85,nice,74,87,good,88,76,good,80,64,good,91,74,intersting people,78,88,good,83,78,nice,90,95,nice,88,92,nice,89,79,good,73,79,inteligent,86,78,good,75,66,good,77,82,good,79,87,good,53,70,good,68,87,not bad,79,88,good,82,93,good,96,85,good,80,89,good,84,77,nice,76,87,good,83,76,nice,77,71,good,4,1,4,1,,1,,40,6,,good and intersting,Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Rise_Fall_Partial|Negative_Change_Full|Logistic_Rise|Positive_Change_Full|Linear_Rise_Sharp_Fall|Sinusoidal_Rise_Fall_Rise_Fall|Exponential_Rise_Convex|Sinusoidal_Rise_Fall_Rise_Partial|Exponential_Fall_Concave|Linear_Rise_Sharp_Fall_Exponential_Rise|Exponential_Fall_Convex|Sinusoidal_Fall_Rise_Full|Sinusoidal_Fall_Rise_Fall_Partial|Linear_Low|Positive_Change_Partial|Exponential_Rise_Concave|Linear_Middle|Linear_Rise|Sinusoidal_Fall_Rise_Partial|Negative_Change_Partial|Logistic_Fall|Sinusoidal_Rise_Fall_Full|Linear_Fall|Sinusoidal_Fall_Rise_Fall_Full|Linear_High|Sinusoidal_Rise_Fall_Rise_Full
2020-06-16 15:00:32,2020-06-16 15:16:32,0,196.17.65.104,100,960,1,2020-06-16 15:16:33,R_OJCClREVKlmOU5H,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,1,2,2,,,,,3,3,2,51,68,Well happy,36,33,More bad,14,20,Bad,48,48,Average,76,80,Super,46,66,Heavy,41,57,Down,48,60,Nice,50,68,Good,48,62,Bad,48,70,Average,50,62,Well good,47,72,"Some Happy ",49,71,Some good,40,50,Average,50,68,Average,49,48,Average,53,68,Average,55,67,Better average,41,52,Some good,45,39,Average good,41,48,Down,47,49,Average,57,42,Happy,39,56,Average,45,57,average,31,42,Some good,3,2,3,2,,1,,28,5,,Good and useful,Exponential_Rise_Convex|Sinusoidal_Rise_Fall_Full|Negative_Change_Full|Sinusoidal_Rise_Fall_Partial|Linear_Rise|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Rise_Fall_Rise_Full|Exponential_Fall_Concave|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Fall_Rise_Full|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Fall_Rise_Partial|Linear_Fall|Sinusoidal_Rise_Fall_Rise_Partial|Logistic_Fall|Sinusoidal_Fall_Rise_Fall_Partial|Logistic_Rise|Linear_Low|Exponential_Fall_Convex|Positive_Change_Full|Negative_Change_Partial|Linear_Rise_Sharp_Fall|Linear_High|Exponential_Rise_Concave|Linear_Middle|Positive_Change_Partial
2020-06-16 14:55:07,2020-06-16 15:16:33,0,196.17.67.214,100,1285,1,2020-06-16 15:16:34,R_0jIWNXqh5KQQoCZ,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,1,1,2,42,74,55,1,3,2,3,67,59,high,80,64,more different,84,64,same,79,60,evel,70,57,to high,79,63,low to high,17,56,less happy,69,60,nothing,67,83,perfect,64,52,nothing,82,67,i dont know,72,53,happy low,80,61,"low ",69,60,high to low,73,61,nothing,56,80,high and low,70,58,low,67,65,low and high,75,67,change,67,59,nothing,76,69,later happy low,56,38,later age happy was down,62,85,low,68,57,high,75,61,i dont know,80,61,i dont know,80,63,too high,2,4,2,2,,1,,28,6,,nice survey,Sinusoidal_Fall_Rise_Fall_Full|Linear_Rise|Linear_Low|Linear_Middle|Sinusoidal_Rise_Fall_Rise_Partial|Linear_High|Sinusoidal_Rise_Fall_Partial|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Rise_Fall|Exponential_Rise_Convex|Positive_Change_Partial|Linear_Fall|Linear_Rise_Sharp_Fall|Sinusoidal_Rise_Fall_Full|Exponential_Fall_Concave|Logistic_Fall|Sinusoidal_Rise_Fall_Rise_Full|Exponential_Rise_Concave|Negative_Change_Partial|Positive_Change_Full|Sinusoidal_Fall_Rise_Full|Sinusoidal_Fall_Rise_Fall_Partial|Negative_Change_Full|Exponential_Fall_Convex|Sinusoidal_Fall_Rise_Fall_Rise|Logistic_Rise
2020-06-16 14:57:48,2020-06-16 15:17:42,0,196.17.64.40,100,1194,1,2020-06-16 15:17:42,R_306OyKEMzsvRFwu,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,1,2,2,,,,,4,4,3,72,81,good,79,71,good,84,79,good,75,80,good,83,78,good,80,73,good,80,89,good,84,82,happines,80,87,good,91,69,good,80,69,good,55,70,good,81,83,good,83,74,good,84,65,good,89,75,good,81,87,good,81,71,good,83,79,good,72,76,good,80,86,good,84,72,good,79,87,good,82,81,good,88,75,good,80,68,good,90,79,good,2,3,3,1,,1,,28,6,,good,Exponential_Rise_Concave|Sinusoidal_Rise_Fall_Full|Negative_Change_Full|Sinusoidal_Rise_Fall_Rise_Partial|Linear_Rise|Logistic_Fall|Negative_Change_Partial|Logistic_Rise|Sinusoidal_Rise_Fall_Partial|Positive_Change_Full|Linear_Low|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Rise_Full|Linear_High|Linear_Middle|Exponential_Fall_Convex|Sinusoidal_Fall_Rise_Full|Positive_Change_Partial|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Fall_Rise_Fall_Full|Exponential_Rise_Convex|Exponential_Fall_Concave|Linear_Fall|Linear_Rise_Sharp_Fall|Sinusoidal_Fall_Rise_Fall_Partial
2020-06-16 14:56:48,2020-06-16 15:18:03,0,74.97.40.161,100,1275,1,2020-06-16 15:18:04,R_1eJcT2HlaMTIwzx,,,,,41.7689056396484375,-71.475799560546875,anonymous,EN,1,2,2,,,,,5,1,2,54,50,normal,48,55,good,90,100,calm,59,55,even,8,0,stressful,54,51,stressful,50,49,fun,50,47,stressful,52,38,stressful,55,52,stressful,49,46,stressful,51,50,normal,46,71,good,48,45,uneven,48,40,wavy,59,49,uneven,65,54,wavy,58,52,uneven,55,66,cyclical,44,35,young,49,46,stressful,58,53,stresfsul,52,46,uneven,36,42,retired,56,53,normal,53,44,stressless,57,47,odd,2,4,3,1,,1,,36,5,,na,Negative_Change_Full|Sinusoidal_Rise_Fall_Rise_Fall|Linear_High|Sinusoidal_Fall_Rise_Full|Exponential_Rise_Convex|Linear_Low|Sinusoidal_Rise_Fall_Partial|Linear_Fall|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Rise_Fall_Rise_Full|Logistic_Rise|Exponential_Fall_Convex|Sinusoidal_Fall_Rise_Partial|Logistic_Fall|Exponential_Fall_Concave|Exponential_Rise_Concave|Sinusoidal_Fall_Rise_Fall_Full|Sinusoidal_Fall_Rise_Fall_Partial|Linear_Rise|Linear_Rise_Sharp_Fall|Sinusoidal_Rise_Fall_Full|Positive_Change_Partial|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Rise_Fall_Rise_Partial|Positive_Change_Full|Negative_Change_Partial|Linear_Middle
2020-06-16 15:06:50,2020-06-16 15:19:31,0,63.117.149.94,100,760,1,2020-06-16 15:19:32,R_2arXJ7pLtImt03A,,,,,42.0511016845703125,-72.770599365234375,anonymous,EN,1,2,2,,,,,4,2,2,62,48,Increase,74,62,decrease,59,66,Neutral,69,52,Middle,52,70,Peak Happy,57,47,mild,71,61,meaningful,52,49,fair,81,59,bad,68,58,enjoy,59,57,happy,85,42,worst,56,45,somewhat,55,54,up and down,65,49,up and down,30,47,critical,76,46,worst,19,55,worst,65,49,bad,57,38,fair,20,46,somewhat fair,69,61,begin,61,49,fair,72,49,bad,58,49,wonder,62,51,worst,54,61,critical,2,4,2,2,,1,,62,5,,,Exponential_Rise_Convex|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Rise_Fall_Rise_Partial|Sinusoidal_Rise_Fall_Full|Exponential_Fall_Convex|Linear_Low|Linear_High|Sinusoidal_Rise_Fall_Partial|Negative_Change_Partial|Linear_Middle|Sinusoidal_Fall_Rise_Partial|Positive_Change_Full|Linear_Rise_Sharp_Fall|Exponential_Fall_Concave|Exponential_Rise_Concave|Linear_Rise|Sinusoidal_Fall_Rise_Full|Negative_Change_Full|Sinusoidal_Rise_Fall_Rise_Full|Linear_Fall|Logistic_Rise|Sinusoidal_Rise_Fall_Rise_Fall|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Fall_Rise|Logistic_Fall|Sinusoidal_Fall_Rise_Fall_Full|Positive_Change_Partial
2020-06-16 15:12:02,2020-06-16 15:20:06,0,208.192.16.211,100,484,1,2020-06-16 15:20:07,R_1l4wHDz0pfvrOcb,,,,,40.43060302734375,-74.40200042724609375,anonymous,EN,1,2,2,,,,,3,3,2,61,71,age,50,66,age,47,58,age,70,73,age,54,69,age,71,82,age,56,66,happiness,64,82,happy,73,76,age,58,69,life is short,54,71,age,44,64,age,60,75,age,51,67,none,57,62,age,60,58,age,55,73,age,50,52,age,68,75,age,54,66,age,61,73,age,75,73,age,59,72,happy,63,72,age,55,70,age,76,75,happy,45,72,age,2,2,2,1,,1,,57,5,,,Sinusoidal_Fall_Rise_Full|Sinusoidal_Rise_Fall_Rise_Full|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Fall_Rise_Partial|Exponential_Fall_Convex|Sinusoidal_Fall_Rise_Fall_Partial|Negative_Change_Full|Linear_Low|Linear_Rise|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Fall_Full|Positive_Change_Full|Linear_Fall|Logistic_Rise|Sinusoidal_Rise_Fall_Rise_Fall|Logistic_Fall|Exponential_Fall_Concave|Positive_Change_Partial|Linear_Rise_Sharp_Fall|Exponential_Rise_Concave|Linear_Middle|Sinusoidal_Rise_Fall_Full|Exponential_Rise_Convex|Linear_High|Linear_Rise_Sharp_Fall_Exponential_Rise|Negative_Change_Partial|Sinusoidal_Rise_Fall_Rise_Partial
2020-06-16 15:16:13,2020-06-16 15:23:02,0,196.17.66.63,100,408,1,2020-06-16 15:23:02,R_1KXPR7sRtmbZiGR,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,1,2,2,,,,,3,2,3,56,51,Very Much,85,87,Very Nice,7,7,Leas Meaningful Life possible,52,50,"Tie ",84,86,Very Nice,97,92,Very Much,15,18,"Least meaningful life possible ",87,77,very nice,68,74,Meaningful life,66,62,Very Much,92,83,Very Nice,92,83,Very Nice,36,30,"Least meaningful life possible ",78,69,Very Much,84,87,Very Nice,86,74,Very Nice,82,74,Very Nice,90,86,Very Nice,15,13,Not at all,88,78,Very Nice,91,81,Very Nice,54,58,Very Nice,46,41,"Least meaningful life possible ",89,83,Very Nice,95,84,Very Nice,87,79,Very Nice,88,93,Very much,2,4,3,1,,1,,28,6,,nice study and thanks for this opportunity,Exponential_Fall_Concave|Exponential_Rise_Concave|Sinusoidal_Fall_Rise_Fall_Partial|Linear_Fall|Negative_Change_Partial|Sinusoidal_Fall_Rise_Fall_Full|Linear_Rise_Sharp_Fall|Logistic_Fall|Logistic_Rise|Sinusoidal_Rise_Fall_Full|Negative_Change_Full|Sinusoidal_Rise_Fall_Rise_Partial|Linear_High|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Fall_Rise_Partial|Linear_Low|Exponential_Fall_Convex|Positive_Change_Partial|Positive_Change_Full|Linear_Middle|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Rise_Full|Linear_Rise_Sharp_Fall_Exponential_Rise|Linear_Rise|Sinusoidal_Fall_Rise_Full|Exponential_Rise_Convex|Sinusoidal_Rise_Fall_Rise_Fall
2020-06-16 15:13:03,2020-06-16 15:23:13,0,73.223.206.106,100,609,1,2020-06-16 15:23:13,R_3JgyRIGTnPAPmBa,,,,,38.546295166015625,-122.8047027587890625,anonymous,EN,1,2,2,,,,,5,1,2,56,36,good,32,54,sad,51,65,sad,46,42,bored,51,54,excellent,31,50,great,41,59,unlucky,48,57,happy,55,66,unlucky,59,62,great,60,62,lucky,54,57,bad,62,56,sad,48,48,maintainer,41,66,maintainer,56,62,maintainer,30,57,maintainer,41,60,maintainer,28,58,the maintainer,55,62,great,50,67,unlucky,49,60,lucky,44,41,late beginner,52,59,unlucky,51,44,unlucky,35,56,the twister,49,59,lucky,2,4,3,1,,1,,49,5,,nice survey,Negative_Change_Partial|Sinusoidal_Rise_Fall_Rise_Fall|Linear_Fall|Positive_Change_Partial|Linear_Rise_Sharp_Fall|Sinusoidal_Fall_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Rise_Partial|Exponential_Rise_Convex|Sinusoidal_Fall_Rise_Fall_Rise|Linear_Middle|Positive_Change_Full|Sinusoidal_Rise_Fall_Rise_Full|Negative_Change_Full|Logistic_Fall|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Fall_Rise_Fall_Full|Linear_Rise_Sharp_Fall_Exponential_Rise|Exponential_Rise_Concave|Linear_Rise|Linear_High|Sinusoidal_Rise_Fall_Full|Exponential_Fall_Concave|Sinusoidal_Fall_Rise_Partial|Logistic_Rise|Sinusoidal_Fall_Rise_Full|Exponential_Fall_Convex|Linear_Low
2020-06-16 14:59:28,2020-06-16 15:24:35,0,216.218.123.237,100,1506,1,2020-06-16 15:24:35,R_1HipmfMddu99DiJ,,,,,34.014404296875,-80.46649932861328125,anonymous,EN,1,2,2,,,,,5,1,2,81,77,long,64,65,work,0,0,flat,51,50,balanced,0,0,hard,58,50,strange,77,86,luxury,40,46,sad,76,62,down,66,57,small,38,70,peak,77,67,"fulfilling ",17,39,worth,73,57,crazy,72,66,"unlikely ",61,35,flipflop,61,62,long,55,46,wavy,67,60,unbalanced,77,46,Rollercoaster,79,77,"exhilaration ",50,41,almost,42,68,relaxed,76,54,peaked,85,66,worth,69,60,luck,82,66,spike,2,4,3,1,,1,,20,2,,,Logistic_Rise|Positive_Change_Partial|Sinusoidal_Fall_Rise_Partial|Linear_Low|Linear_Fall|Negative_Change_Partial|Sinusoidal_Fall_Rise_Full|Sinusoidal_Fall_Rise_Fall_Rise|Sinusoidal_Fall_Rise_Fall_Partial|Negative_Change_Full|Exponential_Fall_Concave|Linear_High|Linear_Rise|Logistic_Fall|Linear_Rise_Sharp_Fall_Exponential_Rise|Exponential_Rise_Convex|Sinusoidal_Rise_Fall_Partial|Sinusoidal_Rise_Fall_Rise_Fall|Exponential_Fall_Convex|Sinusoidal_Rise_Fall_Rise_Partial|Linear_Rise_Sharp_Fall|Linear_Middle|Sinusoidal_Rise_Fall_Full|Sinusoidal_Rise_Fall_Rise_Full|Exponential_Rise_Concave|Positive_Change_Full|Sinusoidal_Fall_Rise_Fall_Full
2020-06-16 15:10:22,2020-06-16 15:26:29,0,73.139.146.74,100,966,1,2020-06-16 15:26:30,R_2QLLwgSg4uHhpMW,,,,,25.9971923828125,-80.325897216796875,anonymous,EN,1,1,2,15,10,5,2,5,1,2,85,96,good,80,98,very nice person,59,41,very nice person,96,91,"nice ",46,63,very nice person,72,83,nice,81,92,very nice,74,87,good nice person,61,82,person,82,90,good person,83,88,"very nice ",54,74,very nice person,79,91,very nice person,72,81,nice,72,83,very nice person,61,87,very nice person,82,71,nice,57,79,very nice person,70,90,good oerson,82,93,"very nice ",89,91,very nice person,69,83,very nice person,71,89,very nice person,72,89,nice person,62,81,very nice person,77,91,very good person,70,83,very nice person,2,4,2,1,,2,,1965,5,,good survey,Exponential_Fall_Concave|Sinusoidal_Rise_Fall_Rise_Fall|Logistic_Fall|Linear_Rise_Sharp_Fall|Linear_Middle|Sinusoidal_Rise_Fall_Rise_Full|Linear_Rise|Sinusoidal_Fall_Rise_Full|Sinusoidal_Fall_Rise_Fall_Partial|Exponential_Rise_Convex|Negative_Change_Full|Exponential_Fall_Convex|Sinusoidal_Fall_Rise_Partial|Logistic_Rise|Sinusoidal_Fall_Rise_Fall_Full|Positive_Change_Full|Negative_Change_Partial|Linear_High|Linear_Rise_Sharp_Fall_Exponential_Rise|Sinusoidal_Fall_Rise_Fall_Rise|Exponential_Rise_Concave|Sinusoidal_Rise_Fall_Rise_Partial|Linear_Low|Sinusoidal_Rise_Fall_Full|Positive_Change_Partial|Sinusoidal_Rise_Fall_Partial|Linear_Fall
